clock,horizon_s,group,arm,objects,points,xy_epe_m,xyz_epe_m,predicted_speed_mps,all_support_fraction,quality_support_fraction
nominal,1.0,moving,CV_D_speed05,135,12588,1.2186373019161052,1.2354574366193554,2.5134734018899594,0.3662904024995464,0.30378698482237465
nominal,1.0,moving,surface_all_zero,135,12588,3.3292704712762458,3.3391956763331767,0.9759621846064052,0.3662904024995464,0.30378698482237465
nominal,1.0,moving,surface_quality_zero,135,12588,3.2854065545138273,3.2944298877919436,0.7177952691364378,0.3662904024995464,0.30378698482237465
nominal,1.0,moving,CV_surface_all_uncovered,135,12588,1.359120132778899,1.3762156362495244,2.511179581859626,0.3662904024995464,0.30378698482237465
nominal,1.0,moving,CV_surface_quality_uncovered,135,12588,1.3485525748356937,1.365243771582651,2.4202334279402105,0.3662904024995464,0.30378698482237465
nominal,1.5,all,zero,358,38639,1.9247085686338619,1.9517254319590989,0.0,0.3535965977526268,0.2884655272143851
nominal,1.5,all,D,358,38639,1.2217340252085351,1.246359612516375,0.73238441393959,0.3535965977526268,0.2884655272143851
nominal,1.5,all,CRN_CV,358,38639,0.8652575570372119,0.8963296588081093,0.8856734782363578,0.3535965977526268,0.2884655272143851
nominal,1.5,all,CV_D_speed05,358,38639,0.7871520518500106,0.8183457791326231,0.9559954329870319,0.3535965977526268,0.2884655272143851
nominal,1.5,all,surface_all_zero,358,38639,2.641035724721263,2.6643026095559126,0.8530615506670192,0.3535965977526268,0.2884655272143851
nominal,1.5,all,surface_quality_zero,358,38639,2.37506456114533,2.399917425474762,0.5909085204286162,0.3535965977526268,0.2884655272143851
nominal,1.5,all,CV_surface_all_uncovered,358,38639,1.0295532118173112,1.058799311197358,1.0663755883794754,0.3535965977526268,0.2884655272143851
nominal,1.5,all,CV_surface_quality_uncovered,358,38639,0.9539609030271453,0.9838892052098824,0.9842428568838374,0.3535965977526268,0.2884655272143851
nominal,1.5,stationary,zero,178,17942,0.04076253103809146,0.08357056512173242,0.0,0.32290597755778827,0.26019173947060564
nominal,1.5,stationary,D,178,17942,0.14997599923466848,0.18121105004858168,0.09147403673598427,0.32290597755778827,0.26019173947060564
nominal,1.5,stationary,CRN_CV,178,17942,0.06411046275802121,0.1056450105774148,0.017437840093498993,0.32290597755778827,0.26019173947060564
nominal,1.5,stationary,CV_D_speed05,178,17942,0.07045622947322919,0.11186269711777318,0.021803796136286413,0.32290597755778827,0.26019173947060564
nominal,1.5,stationary,surface_all_zero,178,17942,0.8838935585434471,0.9164178701909593,0.5702960443977251,0.32290597755778827,0.26019173947060564
nominal,1.5,stationary,surface_quality_zero,178,17942,0.5652589179472012,0.6018318457610645,0.3561062883896312,0.32290597755778827,0.26019173947060564
nominal,1.5,stationary,CV_surface_all_uncovered,178,17942,0.29312780283645845,0.33029933640519366,0.17153483163039307,0.32290597755778827,0.26019173947060564
nominal,1.5,stationary,CV_surface_quality_uncovered,178,17942,0.1940711953421516,0.23304366733105616,0.10509255821938757,0.32290597755778827,0.26019173947060564
nominal,1.5,ambiguous,zero,45,8681,0.28606325702822577,0.30331728022894433,0.0,0.4241940560055698,0.3418453620308845
nominal,1.5,ambiguous,D,45,8681,0.3178536751741151,0.33866774848637665,0.10012698462522965,0.4241940560055698,0.3418453620308845
nominal,1.5,ambiguous,CRN_CV,45,8681,0.3107593725051718,0.3277755283540133,0.041099318000766494,0.4241940560055698,0.3418453620308845
nominal,1.5,ambiguous,CV_D_speed05,45,8681,0.3213269268676434,0.33827837308890707,0.05106796747902911,0.4241940560055698,0.3418453620308845
nominal,1.5,ambiguous,surface_all_zero,45,8681,2.527555531087046,2.5420363472267815,1.6008191988484375,0.4241940560055698,0.3418453620308845
nominal,1.5,ambiguous,surface_quality_zero,45,8681,1.8647194322129264,1.8799397388028698,1.1380213446966063,0.4241940560055698,0.3418453620308845
nominal,1.5,ambiguous,CV_surface_all_uncovered,45,8681,0.7269773560776422,0.7436009049540512,0.33711633742290936,0.4241940560055698,0.3418453620308845
nominal,1.5,ambiguous,CV_surface_quality_uncovered,45,8681,0.5599379615199235,0.5767853535836172,0.22008563362010605,0.4241940560055698,0.3418453620308845
nominal,1.5,moving,zero,135,12016,4.954941410962016,4.9643916032547155,0.0,0.3705302627400255,0.3079517616710538
nominal,1.5,moving,D,135,12016,2.9361602798374036,2.953341671780205,1.7881890914313534,0.3705302627400255,0.3079517616710538
nominal,1.5,moving,CRN_CV,135,12016,2.106417565078973,2.128380053293279,2.311982965643991,0.3705302627400255,0.3079517616710538
nominal,1.5,moving,CV_D_speed05,135,12016,1.887403807459445,1.9098792744704787,2.489386894522534,0.3705302627400255,0.3079517616710538
nominal,1.5,moving,surface_all_zero,135,12016,4.995686941707864,5.009676427420896,0.9766405576875414,0.3705302627400255,0.3079517616710538
nominal,1.5,moving,surface_quality_zero,135,12016,4.931441859598849,4.944052455765676,0.7181286701388367,0.3705302627400255,0.3079517616710538
nominal,1.5,moving,CV_surface_all_uncovered,135,12016,2.1014023696460287,2.124406154115536,2.489326114263787,0.3705302627400255,0.3079517616710538
nominal,1.5,moving,CV_surface_quality_uncovered,135,12016,2.0872305351438407,2.1095942353255346,2.398137880655244,0.3705302627400255,0.3079517616710538
nominal,2.0,all,zero,359,39460,2.6136904585436485,2.6448302705164517,0.0,0.3522283212159925,0.28727867427256487
nominal,2.0,all,D,359,39460,1.6971111170890343,1.7254855957089534,0.7176942182060678,0.3522283212159925,0.28727867427256487
nominal,2.0,all,CRN_CV,359,39460,1.2446216460803774,1.2803780763674704,0.8823466907382665,0.3522283212159925,0.28727867427256487
nominal,2.0,all,CV_D_speed05,359,39460,1.1418134943955305,1.177724319011734,0.9516958852661879,0.3522283212159925,0.28727867427256487
nominal,2.0,all,surface_all_zero,359,39460,3.5658583578466723,3.5931092527782176,0.8493306523851606,0.3522283212159925,0.28727867427256487
nominal,2.0,all,surface_quality_zero,359,39460,3.210770088828293,3.2398250683041443,0.5879078534287585,0.3522283212159925,0.28727867427256487
nominal,2.0,all,CV_surface_all_uncovered,359,39460,1.4634541077597765,1.497287349761439,1.0625454523851636,0.3522283212159925,0.28727867427256487
nominal,2.0,all,CV_surface_quality_uncovered,359,39460,1.3625227266817137,1.3971423839913344,0.9806415028714076,0.3522283212159925,0.28727867427256487
nominal,2.0,stationary,zero,184,18544,0.05639980784753538,0.10424103325078357,0.0,0.32870653985911763,0.26565091938728286
nominal,2.0,stationary,D,184,18544,0.19624840643693475,0.2311511558675455,0.0885521566984818,0.32870653985911763,0.26565091938728286
nominal,2.0,stationary,CRN_CV,184,18544,0.09218211358629505,0.13787075522155973,0.01954449751352518,0.32870653985911763,0.26565091938728286
nominal,2.0,stationary,CV_D_speed05,184,18544,0.10102651980288725,0.14651756622308143,0.02417664324034262,0.32870653985911763,0.26565091938728286
nominal,2.0,stationary,surface_all_zero,184,18544,1.1910506396455658,1.227781656826688,0.5758522643129286,0.32870653985911763,0.26565091938728286
nominal,2.0,stationary,surface_quality_zero,184,18544,0.759711903176928,0.801085743782392,0.3587583431215645,0.32870653985911763,0.26565091938728286
nominal,2.0,stationary,CV_surface_all_uncovered,184,18544,0.3991323766961098,0.4401539737109993,0.1744007583923184,0.32870653985911763,0.26565091938728286
nominal,2.0,stationary,CV_surface_quality_uncovered,184,18544,0.26692093930307453,0.31003774102032233,0.10797318417966592,0.32870653985911763,0.26565091938728286
nominal,2.0,ambiguous,zero,38,7898,0.3913189208920909,0.4076908536292404,0.0,0.39497048717263755,0.3117487825701356
nominal,2.0,ambiguous,D,38,7898,0.4331349735161667,0.4516406449766553,0.10278369867448622,0.39497048717263755,0.3117487825701356
nominal,2.0,ambiguous,CRN_CV,38,7898,0.41569086352548323,0.4317963248432377,0.035824298356056605,0.39497048717263755,0.3117487825701356
nominal,2.0,ambiguous,CV_D_speed05,38,7898,0.4277934217622428,0.443900680123506,0.0448340021737339,0.39497048717263755,0.3117487825701356
nominal,2.0,ambiguous,surface_all_zero,38,7898,3.590137908429771,3.603999396332516,1.7129777022706514,0.39497048717263755,0.3117487825701356
nominal,2.0,ambiguous,surface_quality_zero,38,7898,2.661638372432766,2.6763199249789564,1.2248879518383713,0.39497048717263755,0.3117487825701356
nominal,2.0,ambiguous,CV_surface_all_uncovered,38,7898,1.0055676660956825,1.021622677181717,0.3510808665752611,0.39497048717263755,0.3117487825701356
nominal,2.0,ambiguous,CV_surface_quality_uncovered,38,7898,0.7747455151255281,0.7908680822274387,0.22884168700804308,0.39497048717263755,0.3117487825701356
nominal,2.0,moving,zero,137,13018,6.6647240217468875,6.677528938389423,0.0,0.3719641275175434,0.3095388405760992
nominal,2.0,moving,D,137,13018,4.063460257350022,4.0858041727793655,1.7332324595169872,0.3719641275175434,0.3095388405760992
