arm,update,train_future_iou_percent,zero_address_iou_percent,reverse_address_iou_percent,moving2s_epe_m,moving2s_predicted_magnitude_m,zero_moving2s_epe_m,stationary2s_epe_m,zero_stationary2s_epe_m,occupancy_loss_mean,physical_loss_mean,occupancy_gradient_norm_mean,weighted_physical_gradient_norm_mean,dynamic_gradient_cosine_mean,velocity_gradient_cosine_mean
T,0,6.606961803533378,6.606961803533378,6.606961803533378,11.610731684460564,0.0,11.610731684460564,0.019072275969982455,0.019072275969982455,0.4992067366838455,0.9396656900644302,0.24900426949402502,0.04615532776084148,0.05283448804086989,0.05283448804086989
T,32,8.507268090546615,6.606961803533378,5.552038286753449,11.384409840607134,0.5697709175517404,11.610731684460564,0.28517573573603255,0.019072275969982455,0.4879855737090111,0.9089100807905197,0.22537420208005726,0.10585326343019308,0.02917534735851704,0.03826146466749816
T,128,14.617098133882529,6.606961803533378,3.6343972593504166,8.157664065622262,4.155698414657018,11.610731684460564,0.5265524417313442,0.019072275969982455,0.4716292545199394,0.6159138418734074,0.26292740813882676,0.16700192269825823,-0.0058308014954809445,-0.1457294100945355
T,512,21.281486730353333,6.606961803533378,3.2220340693272993,1.1163122332177697,11.442548603759903,11.610731684460564,0.4447579424799237,0.019072275969982455,0.44560833275318146,0.11222660355269909,0.21462032938866774,0.23649017319810717,-0.2493566336205167,-0.5152301270086984
J,0,6.606961803533378,6.606961803533378,6.606961803533378,11.610731684460564,0.0,11.610731684460564,0.019072275969982455,0.019072275969982455,0.4992067515850067,0.9396656900644302,0.3913428054759454,0.04615532776084148,0.03168111104447305,0.052834491339109134
J,32,10.817584913494407,9.783877376132843,8.91032246020544,11.44741001079545,0.36683426515218087,11.610731684460564,0.2605452649020107,0.019072275969982455,0.4596731811761856,0.9166553765535355,0.29379428692639903,0.06893470712062282,-0.03292647484404421,-0.09312090486478317
J,128,16.78091091485325,13.41307842486554,11.049570762231292,10.436018289984933,1.4805347630673484,11.610731684460564,0.4183038607658237,0.019072275969982455,0.4273989275097847,0.7812788859009743,0.2541039285872937,0.12156708864904604,-0.062737818409238,-0.17911691243313044
J,512,20.801779205550204,9.479668073708623,5.836865742241434,2.2044668467475192,10.294031390210481,11.610731684460564,0.534174449625519,0.019072275969982455,0.40676942467689514,0.18949819076806307,0.40219475949223193,0.2400004156300679,0.18474621980582043,-0.08529449447689656
