clock,horizon_s,group,arm,objects,points,xy_epe_m,xyz_epe_m,predicted_speed_mps,all_support_fraction,fb1_support_fraction
nominal,2.0,moving,CV_surface_fb1_uncovered,137,13018,3.7117589748275397,3.7409044440389874,2.823474007498869,0.5648233434206569,0.31738359779443437
actual,0.5,all,zero,373,40622,0.6567450000573326,0.6683432254973444,0.0,0.5697989740456191,0.3656810910624857
actual,0.5,all,D,373,40622,0.44377511622794596,0.45417120106328646,0.730093838766441,0.5697989740456191,0.3656810910624857
actual,0.5,all,CRN_CV,373,40622,0.30183144301089637,0.3152071557827367,0.8583181279826082,0.5697989740456191,0.3656810910624857
actual,0.5,all,CV_D_speed05,373,40622,0.27787369814241897,0.29125241944591457,0.9277685861176564,0.5697989740456191,0.3656810910624857
actual,0.5,all,surface_all_zero,373,40622,2.957330817982373,2.9681592467935727,5.371244378014846,0.5697989740456191,0.3656810910624857
actual,0.5,all,surface_fb1_zero,373,40622,1.4870735035783935,1.4978011647719252,2.140398839774475,0.5697989740456191,0.3656810910624857
actual,0.5,all,CV_surface_all_uncovered,373,40622,1.029506793547445,1.0417985624054722,2.4363147167974986,0.5697989740456191,0.3656810910624857
actual,0.5,all,CV_surface_fb1_uncovered,373,40622,0.5062834110022362,0.5193344139065906,1.3431587733662131,0.5697989740456191,0.3656810910624857
actual,0.5,stationary,zero,184,18667,0.011037193621901125,0.02950468373243219,0.0,0.5659340603735982,0.40451658606321245
actual,0.5,stationary,D,184,18667,0.05294487294119879,0.06734722483602229,0.10021871043766904,0.5659340603735982,0.40451658606321245
actual,0.5,stationary,CRN_CV,184,18667,0.01584642786864806,0.033663558781404694,0.010779323167090828,0.5659340603735982,0.40451658606321245
actual,0.5,stationary,CV_D_speed05,184,18667,0.017782417935804228,0.03557593481355879,0.014711593375573668,0.5659340603735982,0.40451658606321245
actual,0.5,stationary,surface_all_zero,184,18667,2.2811010684550013,2.2939164960922667,4.487291565030174,0.5659340603735982,0.40451658606321245
actual,0.5,stationary,surface_fb1_zero,184,18667,0.8781715365988075,0.8942027052342113,1.7293947225214183,0.5659340603735982,0.40451658606321245
actual,0.5,stationary,CV_surface_all_uncovered,184,18667,0.7677579731907396,0.7822540785942756,1.4907194120523126,0.5659340603735982,0.40451658606321245
actual,0.5,stationary,CV_surface_fb1_uncovered,184,18667,0.2616451177314703,0.2786333893487028,0.5016484822840397,0.5659340603735982,0.40451658606321245
actual,0.5,ambiguous,zero,47,7237,0.10265601702990956,0.11285053870133963,0.0,0.6147919818027258,0.38909103673385126
actual,0.5,ambiguous,D,47,7237,0.12525331367963874,0.13511529866742175,0.11642452979838998,0.6147919818027258,0.38909103673385126
actual,0.5,ambiguous,CRN_CV,47,7237,0.11679110234522277,0.126985230302808,0.03279745002716688,0.6147919818027258,0.38909103673385126
actual,0.5,ambiguous,CV_D_speed05,47,7237,0.12045290818066025,0.13053976727466726,0.04267278152373706,0.6147919818027258,0.38909103673385126
actual,0.5,ambiguous,surface_all_zero,47,7237,2.8809526393924503,2.8905559984176614,5.794876165307311,0.6147919818027258,0.38909103673385126
actual,0.5,ambiguous,surface_fb1_zero,47,7237,0.8570573606528151,0.8664455972887539,1.5937093701665261,0.6147919818027258,0.38909103673385126
actual,0.5,ambiguous,CV_surface_all_uncovered,47,7237,0.9547478522148882,0.9641908414106658,1.7962968197899987,0.6147919818027258,0.38909103673385126
actual,0.5,ambiguous,CV_surface_fb1_uncovered,47,7237,0.2742836882309382,0.28434664601231346,0.36331382733762285,0.6147919818027258,0.38909103673385126
actual,0.5,moving,zero,142,14718,1.676832454891194,1.6799942674984434,0.0,0.5599149793348293,0.3076106789027119
actual,0.5,moving,D,142,14718,1.0556292675274666,1.0610109126014713,1.7493859594283598,0.5599149793348293,0.3076106789027119
actual,0.5,moving,CRN_CV,142,14718,0.733649321866251,0.74232301737289,2.2297731417147277,0.5599149793348293,0.3076106789027119
actual,0.5,moving,CV_D_speed05,142,14718,0.6669974494538257,0.6757451506036757,2.4038389345715823,0.5599149793348293,0.3076106789027119
actual,0.5,moving,surface_all_zero,142,14718,3.858852284931408,3.8675114918830666,6.376431868060155,0.5599149793348293,0.3076106789027119
actual,0.5,moving,surface_fb1_zero,142,14718,2.484599705280831,2.488898546649731,2.853914069676842,0.5599149793348293,0.3076106789027119
